x,y,label
11.877209,-3.87638,0
8.753935,-9.023989,0
12.662054,-3.9223096,0
10.166894,0.44081962,0
8.685763,-3.628999,0
10.089115,-7.707072,0
8.988285,-5.616822,0
10.122373,-8.804691,0
9.711856,-0.019386536,0
15.46247,-4.4795866,0
12.182305,-3.9101112,0
11.634828,-3.4522543,0
13.3188305,-3.9698894,0
9.861151,-0.012188987,0
10.76488,-8.477984,0
15.59161,-4.4851418,0
10.253855,-8.844013,0
16.36509,-4.8474693,0
10.938949,-3.9968083,0
12.445953,-4.718773,0
-45.541527,-17.791952,9
-45.33696,-16.198362,9
-18.1311,3.2606492,9
-44.72847,-14.764538,9
-44.66392,-14.932777,9
-44.77457,-15.321397,9
-45.16203,-16.785177,9
-44.77656,-15.979565,9
-44.628975,-15.466841,9
-45.08299,-16.496283,9
-45.291237,-16.69492,9
-36.012783,-13.568697,9
-45.269215,-14.995742,9
-48.72147,-16.48958,9
-46.397057,-15.342664,9
-46.199963,-14.013557,9
-47.745514,-17.064144,9
-49.284084,-16.642183,9
-47.40896,-16.116228,9
-47.961655,-17.24422,9
-48.63864,-16.916237,9
-48.699978,-17.502634,9
-49.559113,-17.57378,9
-49.201748,-17.145075,9
-49.104603,-17.702538,9
-47.802113,-15.901929,9
-48.127785,-16.488522,9
-46.930046,-14.34752,9
-46.44774,-17.120771,9
-48.37104,-15.822746,9
-47.562214,-17.977547,9
-46.946453,-14.556009,9
-47.23111,-15.105348,9
-47.42418,-15.282349,9
-46.825882,-17.669949,9
-47.987072,-18.10738,9
-47.291718,-17.999298,9
-49.189793,-17.160015,9
-47.25679,-16.673712,9
-46.703674,-14.813907,9
9.722029,52.184376,10
7.800653,50.402615,10
8.630018,48.672573,10
8.319354,49.900494,10
8.798485,49.8788,10
8.443091,49.31923,10
8.112426,50.310375,10
8.585747,50.34082,10
8.825061,49.791878,10
10.529766,49.25383,10
11.16873,50.113945,10
9.476303,48.19385,10
12.398974,50.40543,10
11.617241,47.743095,10
7.804346,46.7146,10
10.099875,50.22471,10
12.467034,49.680145,10
13.127219,50.629967,10
12.075147,51.170788,10
11.763916,50.86936,10
12.577612,51.702564,10
11.50935,51.754642,10
11.967184,48.528076,10
10.586247,49.88942,10
10.515977,51.39905,10
11.251043,51.75246,10
10.673653,51.566143,10
11.630444,51.33896,10
8.944817,49.192375,10
9.2583885,50.8396,10
9.901825,49.01856,10
9.269634,50.726353,10
10.304945,49.496403,10
13.735886,50.14433,10
9.733161,48.59246,10
13.267319,50.071796,10
12.459,50.325924,10
12.782105,49.796516,10
12.171336,49.81622,10
13.354577,50.28811,10
-26.99222,-0.9441952,11
-27.007212,3.371839,11
